FP,Burden,Spacing,Altura taladro (m),Taco (m),Xc (mm),n,P10 (mm),P20 (mm),P30 (mm),P40 (mm),P50 (mm),P60 (mm),P70 (mm),P80 (mm),P90 (mm),Xmax (mm)
0.482186814566789,5.252371729452349,7.553393299285805,11.648950304530402,4.227419932874391,95.83272150154427,1.7936876953134921,26.787064356007225,39.99836431528779,56.044254908850455,62.86768981074045,77.91595773840794,93.12495628438994,103.44460013505793,126.18913982938928,157.0256721519223,164.60400808447937
0.38166353192561575,5.721460113378834,5.465638977323272,15.319345373031215,4.805324267603125,90.76145508512172,1.5869274972309084,23.248830493430564,32.96351482339683,48.29943029137587,58.516862235484865,72.4864422536662,83.23945322555109,100.51727279798935,128.42401287909723,159.54843617000256,151.7783968327624
0.5075793759734148,6.157160531908956,7.203863275805485,11.125562091636947,5.806144108699485,40.64826309547704,1.718765383968315,28.36668043956404,41.97636129372324,56.793688238659314,70.15736395080515,85.0094478026895,96.60775268816687,113.89242055141047,132.06572505606783,169.42153431987612,185.511987426096
0.4592104087178092,6.889058142617425,5.579124472606712,10.508869547414578,4.402920769879789,104.0423921731108,2.027967069573652,34.39996930890227,46.97275505649568,64.92126155719501,73.33018870675069,84.50200859299359,99.30504273812764,112.7376207117653,133.11908612236144,162.06376208756853,176.26383816086874
0.27825320436629486,5.216115567205137,5.812276253953401,12.051561631273962,3.590226542251894,111.74425485687624,1.815218913830634,31.433333871511547,47.80240551656406,68.66801304652293,73.45640739298575,88.59395985580632,112.37527502374039,125.57815529756051,133.25872681068654,180.80668732368136,187.9361027491647
0.5426867054910268,6.812021073280068,7.129714091843912,14.305834885849405,4.131617948649012,99.68087174436361,1.8826799993856753,29.685783553162167,43.71176154746902,54.69372412677569,71.16769571618569,81.56377583844369,100.65198518046965,111.7354981463106,128.19790811296284,156.47728644144306,163.40357347560743
0.47834191059710596,4.56214872846564,7.940614354696045,14.844589635857691,4.182320947779356,86.72045309164426,1.6787830301737754,22.746475835597526,34.56138485899435,45.887627704247066,60.08138688296728,71.44167976093527,78.20980704973226,99.44274401003412,114.05996719419909,142.90487492627713,150.16916998864426
0.4858192915830862,5.887995105817062,6.834630817931209,15.992460220400588,3.3933260790786597,95.37298974473588,1.8217301796146632,27.760918956440445,44.37744980958157,53.15594000763881,65.87206236046374,74.87804338758227,97.70555054427318,110.1134588909604,120.80297602232768,149.67653368555415,161.26517632331272
0.2884340898026638,6.084937779202713,5.163500944973887,11.77817234206699,3.4886145016636645,103.23129955235888,1.571259562700271,24.58253609514957,39.807410178392956,52.19563650349136,63.36026384495014,77.66269465136588,94.96358006421796,119.64740164417363,144.28188396933143,169.14023128410616,176.6062338740803
0.3851157813686702,4.764743509376883,6.848926909782598,12.447651706787692,5.0536862201810315,93.232705787848,1.658376015347695,23.97958106326629,38.014573706176584,48.45262008442822,63.49781117465678,76.59277006504803,91.04729908674867,101.35244572760213,123.0045689020126,149.7461805049475,155.77312826634866
0.3612394072697744,4.850848992659782,5.127051654740502,10.820927668177758,4.018433262626708,88.13643717449946,1.8004573998562392,25.09196191858619,36.27153301111753,49.267378433481134,57.66900932111738,70.60242650271728,86.40365563597848,95.05974951189172,114.18967424004276,138.88180599962942,161.19684124406496
0.5280294966545807,5.547785798290759,7.652437134100452,13.449231577738201,5.864695175567423,101.16952890635632,1.5237984501833814,22.104039687008193,37.06380714879176,49.5540389163863,65.70630599468348,78.60499168417218,92.67519618345214,114.01617538931255,136.69048202645047,176.15298310341342,190.09764641013348
0.4431595360241994,6.915579780357954,7.128734855301862,15.985480223577504,3.7307902360758223,129.4057927065158,1.7959943790265724,36.391822991541964,56.49956544893787,73.62154586391787,86.65670768552636,99.64010987137125,125.0816717220804,141.5540226034725,158.96741452527644,214.78858142062748,226.3798481676163
0.496828483981249,5.990106383085932,5.51938353926751,14.205286060723951,3.296773515314467,83.02446948873678,1.7591793655562664,23.73593504576664,34.3046553261287,46.27750315950429,54.700854063970965,66.03682623328687,78.7445943118583,89.11322890037547,105.11984663285402,133.21758978678443,148.8545320759689
0.38302425964819936,6.832558054000528,5.275163017472594,13.57127704248023,5.260513689000774,110.91610568315238,1.651549280306196,27.228879491224163,45.9452176387199,60.27284256803725,72.87187615033967,88.82129213731957,106.94708501014254,122.46561709662781,152.2225605728682,189.3191461116665,206.3207806563266
0.3181716165354331,6.510902289032427,5.550599686640957,12.354214557530764,5.643108155753611,116.1731475715192,1.6868872738799379,30.42739764081508,46.02375335481237,64.01101005488565,77.58410715028145,96.09515622100668,111.06924894979645,127.84071109903915,144.286289500856,196.63889062356333,220.68819097146175
0.4163754361047505,5.668454003888229,7.940081538662577,15.491792561713329,3.8343400706144637,110.84461825896523,1.5895609977825063,26.245986247659932,42.77193950186267,58.997491152193035,71.23807671484805,85.98266338826058,108.67841696065757,122.06414594443618,146.09439366686703,186.02021307543288,197.7528893779825
0.2691451768312526,6.461908623130468,6.375681927375469,12.981499576782097,3.606264304936434,138.16814110195781,1.8413198031516735,40.839804652955976,60.10739876887222,78.04762288961673,97.62864691639739,118.86008108284693,132.05957153892575,151.3756217546143,176.77098865515285,221.20909654430758,257.95077822788414
0.49828935159777465,4.544591959942469,7.352242845024223,10.80620147987837,3.5572984046132614,86.15878604036082,1.8577979799760553,25.359552791063194,38.61860934547084,52.61298433708541,59.21340266719853,69.28011573418105,81.78439392700372,98.57843300271165,117.13578523354646,133.9940386346932,161.3394327174258
0.4394993197366195,4.772859991914338,6.90922502632333,12.1922707791948,4.566036904099537,91.87491502996886,1.6689054785450221,24.91292203085507,36.68139304774318,49.884377483890205,63.23855580362016,72.2483608326107,90.05299559612764,103.29758813329353,125.00731881048863,157.44463182415546,168.8142255057505
0.4774263220256122,6.573571537206841,6.717239449875912,10.4030000130866,4.405249923740313,100.41706928226175,1.5729694158200767,24.38007607567507,38.38243538666983,49.22649488751884,66.06823847907985,83.21386321196168,96.6423277885102,121.37394563516541,133.62202039176915,173.8957296231479,174.55292468114615
0.35635779043896054,6.492042720812904,5.435390763995149,11.21187422613269,3.7783195195636026,98.99089387463091,1.712788595070421,25.55969678213646,40.9433321470635,52.59354741090447,65.47679693925684,80.42825544103489,96.13026968410207,110.88648226119186,135.81030857677695,155.33812142462847,160.79548231244866
0.541209407318471,5.081601854916084,7.838073360674285,10.106012685999474,3.1355193509682793,83.42570262693314,1.9843846596584653,27.381164914989455,38.31367582698289,47.03101547051513,57.92380349959674,68.20777200786061,78.23856307521,90.80915699312376,103.67960110180162,127.62397595550128,133.87670107349368
0.5179363363966594,5.826923976497634,5.904027897544154,12.71967949900098,4.444474020978842,88.23654191490378,1.518416259871293,19.579014701485658,33.33597839268721,44.77231411337178,53.89008432241586,68.99112721632149,80.68776364520424,99.72290679757529,124.36910280443247,160.38207656254505,153.8104271679923
0.4835150491221286,6.015039551750027,6.734051647422627,13.807241589710783,5.877997042906825,95.73620822970504,1.6653603670017056,24.35788502432263,39.17555121913625,51.36167517570938,64.51697852518045,79.94239499324931,89.2930913311301,107.84826678418214,122.208791039675,157.11166692784866,167.37507290156
0.30839161235559026,6.669347384440028,7.099327833767198,12.059754774273447,4.95755760225799,131.4277622300691,1.608208787407454,32.737703118857965,51.57917512207941,68.25578972285436,85.63347934118876,109.24599727294242,122.15582805873086,149.43402731243484,182.37364457410644,223.7230646977744,226.34603768416895
0.39001630111811025,6.007767893346815,6.947699465735926,12.522290629031662,4.486519669885855,111.12527777172917,1.8405078224834273,32.23676594255712,48.55516051407128,67.296120899866,71.65513398269368,88.82892589768231,108.46979047255519,130.57556432728006,142.16113099876486,177.69264582519656,196.74177085469083
0.26314112973616866,5.531428923184201,7.821783229086556,15.755255637067457,3.3320762220888485,146.2585782220846,1.6912735486281043,39.695338035244724,61.68996552314791,80.81421004228989,96.7375705799283,117.6123526848308,142.95721852433948,159.08601604934012,187.8064071680493,232.04291339861584,258.2412847351058
0.29628684762026436,5.435460108517956,5.445316969760174,14.511778729449492,3.7573088716487617,107.91177390624537,1.781428362181103,29.8017425384671,46.165213056562315,61.81543329272948,72.01243216973671,88.0825110340974,102.2658044714047,122.84949175886283,140.03818323281456,174.98511255551534,199.74295744927352
0.45491468597273643,5.564705215933775,6.525058215340826,13.245139821669706,3.884321848723628,91.42966072224806,1.859188235385619,26.747040223628996,40.42930865777741,51.0463750701079,66.71673392452142,72.84983102045581,90.97459620019008,101.65919819965245,119.08287778369959,137.20220679635153,149.2678017814962
0.4734286467723452,6.129827563949935,6.212103172222298,11.707245250670951,5.294410657821703,100.75135494049931,1.9259746617535645,30.702303302350604,46.385928255220925,57.222411525629674,67.45419870524059,83.15312026334045,100.23310948015047,105.71602205614012,127.07657081148872,152.43723051125897,168.00825439354082
0.540252919730263,6.668726579380812,6.422506188447855,15.381980792637972,5.6301323917938575,101.61472697418422,1.749644803881848,27.602005790776342,45.3110334088149,56.4338599606806,66.22534899685634,82.42342462458811,97.36809469004342,115.6004867016436,135.5933036194294,168.9557917768929,186.75785848654024
0.3477476074414456,5.634742205190749,5.357652578593234,11.410582701283957,5.704925560699316,101.44926498343347,1.6741809315579148,27.326101967140726,39.749317644701605,55.089197372752224,70.1817471707666,84.29076782845452,93.9136254762117,117.6552131659642,132.44450037091056,168.74320535608288,188.12255207520255
0.3611379118104607,5.119598907378395,5.4022838296182965,11.952056383100063,5.953705824752262,96.90370125967645,1.4335508542657043,20.545057455460473,34.821666066259844,44.57944932591885,63.1200476745149,77.76037301398954,95.47969868589611,107.46372996013181,137.56825959056525,171.80089441204217,183.96656653626508
0.3908667433827424,5.091655907493953,5.834226637343772,15.454388886537691,5.9471000493135975,97.73069984283114,1.710929842286755,27.576185496783864,38.361823575419656,53.20945987571842,64.52181595002288,78.10638464877368,92.69250299322064,108.90134140570089,130.78297093213436,161.25611244506337,181.96221042734783
0.30684140772528573,6.365035700608616,5.914113811282494,13.177252331710434,5.858997398303944,126.50787877646698,1.5785370951551791,32.476498970387446,49.234408488541774,65.86678909986105,81.09507667897557,99.65160235355755,120.14520035351535,134.9292345232369,170.7067871941333,214.1888348324632,236.18637675534862
0.2889764516006415,6.5414219085597765,6.28370964104405,14.45390769650786,3.215466421508653,133.8805506788706,1.7610917272236901,36.151308849116184,59.82404855184999,74.07512532818606,93.11541805616162,110.89279206888047,126.09896419374816,143.1447876505752,173.09484025016485,215.0592513853602,226.83440378541147
0.39271147786778016,4.763195199635312,6.832962641109885,13.544468764982597,3.4133806077834157,99.39394039220937,1.7709272967891578,27.95156679963324,43.235624404016875,54.17638929366043,63.27013783594554,79.39366251351197,92.0811116229214,113.84829939251391,130.62725273189568,162.31877070091025,171.0071243801046
0.3180728047152652,4.666397142387946,6.903887352254789,13.920635254056972,3.9133995794280985,110.56329504996691,1.5364371666840708,24.655463700085917,41.864921598790254,55.6054927685904,67.41955682464425,88.63669764518271,99.84609960922849,123.01585116023136,153.19227196257117,186.11428222715008,185.79338384277983
0.45094419840475314,5.98608415939113,6.235432689756711,11.796299749088954,4.6586947621933845,91.14850330013972,1.7921139293209452,25.360173941664073,38.805685723131695,51.004341257177956,62.12873426649681,74.0940406179391,88.45702906961364,97.73306483588786,126.22303165364745,145.34202308669722,162.416590089336
0.38114557566169927,4.865433110481746,6.2263493282860916,11.448232369759978,3.290933666116438,97.61570741741787,1.8815046609643367,28.95979146285032,44.02541246984311,56.58987025305432,71.48378848716914,78.00145055197748,90.99387159537078,108.47907734688854,129.25136736785208,150.64193283635603,183.67777650132246
0.4998034588173513,6.561660476140853,5.652885580090886,11.934954083011991,5.537390873406427,84.66403028760062,1.7877022902068833,23.281477628496507,36.3090821331018,48.42387211200585,57.38505747128836,66.99022393675423,88.02351813140396,92.45571224766915,113.72114072196517,128.5724999916123,144.21605439635056
0.46007953060067475,5.275836684810186,6.764918745227025,10.932649384500534,4.850268537231927,89.3632300948493,1.5569226355420756,20.39418068224215,33.29632732275156,47.58232205759369,58.22340983069864,73.684806245867,81.73107132022935,99.25682233527776,132.55234123130901,148.47255578826073,157.9138116710128
0.3437099924146123,4.859679832427856,5.951122733951713,15.245886191744844,4.627093206906615,103.65712058575075,1.646570146933954,26.312672427863465,41.32245715629378,54.93282478256463,71.27753888885002,82.58211251097364,94.58927117070797,118.60057453660447,140.53613453964672,180.1137709706902,175.06546289423028
0.4996779404185604,6.8024261812186255,5.108179502832091,11.699481599500684,3.4959339701018735,91.31100624122402,1.9645646352286679,27.9833036255754,42.807260576178955,53.288969000790736,68.96776066087693,79.4992445737312,88.6734353695553,96.86177738668992,118.03017147793751,141.21520250822235,150.74899192543427
0.4914293072490406,4.9138293068381955,6.255200132470581,13.368936366486308,3.759766423200592,88.81429780896964,1.599579927499982,22.301382256093834,33.972570118877506,47.23292156445262,57.34875194823234,69.5390088946735,87.94862911713562,97.03368701808148,122.11392082993883,143.6582637944297,147.3034562263461
0.36624351370905234,5.211800205844839,6.42239802527051,14.751846550848244,3.480936074946774,100.4575138961946,1.674697224265902,25.484498846645096,40.02885754849308,55.27397713843795,67.23043974134471,81.41665534866988,95.53276584080236,112.75176379378914,129.43258379411745,157.66023597137462,162.47833581015905
